Human Ensembl Gene ID,V1,    Yeast Ensembl Gene ID,Yeast Gene Name(s),   % Identity with respect to human gene, % Identity with respect to yeast gene
ENSG00000101138,CSTF1,YLL036C,prp19,10,9
ENSG00000110107,PRPF19,YLL036C,prp19,17,17
ENSG00000173145,NOC3L,YLR002C,noc3,25,30
ENSG00000205981,DNAJC19,YLR008C,PAM18,36,25
ENSG00000137876,RSL24D1,YLR009W,Rlp24,52,42
ENSG00000126524,SBDS,YLR022C,SDO1,43,43
ENSG00000162236,STX5,YLR026C,SED5,30,31
ENSG00000174748,RPL15,YLR029C,RPL15A,71,71
ENSG00000175216,CKAP5,YLR045C,STU2,11,25
ENSG00000067334,DNTTIP2,YLR051C,fcf2,9,32
ENSG00000116120,FARSB,YLR060W,FRS1,46,46
ENSG00000129128,SPCS3,YLR066W,spc3,24,23
ENSG00000113810,SMC4,YLR086W,SMC4,34,31
ENSG00000093009,CDC45,YLR103C,Cdc45,27,24
ENSG00000154743,TSEN2,YLR105C,SEN2,18,22
ENSG00000112159,MDN1,YLR106C,MDN1,26,30
ENSG00000168066,SF1,YLR116W,MSL5,20,28
ENSG00000101343,CRNKL1,YLR117C,clf1,31,38
ENSG00000065183,WDR3,YLR129W,DIP2,38,38
ENSG00000100028,SNRPD3,YLR147C,smd3,37,46
ENSG00000010256,UQCRC1,YLR163C,Mas1,35,36
ENSG00000105819,PMPCB,YLR163C,Mas1,41,44
ENSG00000070367,EXOC5,YLR166C,SEC10,21,17
ENSG00000143947,RPS27A,YLR167W,RPS31,79,82
ENSG00000130826,DKC1,YLR175W,CBF5,58,61
ENSG00000136045,PWP1,YLR196W,PWP1,36,31
ENSG00000101361,NOP56,YLR197W,Nop56,42,50
ENSG00000157020,SEC13,YLR208W,sec13,48,52
ENSG00000108423,TUBD1,YLR212C,TUB4,21,21
ENSG00000131462,TUBG1,YLR212C,TUB4,40,38
ENSG00000151465,CDC123,YLR215C,Cdc123,31,29
ENSG00000070831,CDC42,YLR229C,Cdc42,80,80
ENSG00000111231,GPN3,YLR243W,YLR243W,34,40
ENSG00000144381,HSPD1,YLR259C,HSP60,55,55
ENSG00000010292,NCAPD2,YLR272C,YCS4,20,24
ENSG00000100297,MCM5,YLR274W,Mcm5,49,47
ENSG00000125743,SNRPD2,YLR275W,SMD2,50,54
ENSG00000136271,DDX56,YLR276C,DBP9,43,39
ENSG00000119203,CPSF3,YLR277C,ysh1,43,37
ENSG00000165934,CPSF2,YLR277C,ysh1,16,17
ENSG00000119718,EIF2B2,YLR291C,GCD7,33,31
ENSG00000146909,NOM1,YLR336C,SGD1,22,21
ENSG00000089157,RPLP0,YLR340W,RPP0,52,53
ENSG00000108424,KPNB1,YLR347C,kap95,34,34
ENSG00000239900,ADSL,YLR359W,ADE13,62,62
ENSG00000058262,SEC61A1,YLR378C,SEC61,55,55
ENSG00000134987,WDR36,YLR409C,UTP21,30,30
ENSG00000170860,LSM3,YLR438C-A,LSM3,34,39
ENSG00000196235,SUPT5H,YML010W,SPT5,24,25
ENSG00000185246,PRPF39,YML046W,PRP39,16,17
ENSG00000167986,DDB1,YML049C,RSE1,17,15
ENSG00000189091,SF3B3,YML049C,RSE1,22,19
ENSG00000149136,SSRP1,YML069W,POB3,21,26
ENSG00000170043,TRAPPC1,YML077W,BET5,31,28
ENSG00000106588,PSMA2,YML092C,PRE8,62,58
ENSG00000156697,UTP14A,YML093W,UTP14,27,23
ENSG00000197780,TAF13,YML098W,taf13,23,17
ENSG00000112972,HMGCS1,YML126C,ERG13,43,45
ENSG00000142731,PLK4,YMR001C,CDC5,13,17
ENSG00000166851,PLK1,YMR001C,CDC5,32,27
ENSG00000089289,IGBP1,YMR028W,TAP42,22,21
ENSG00000112658,SRF,YMR043W,MCM1,18,33
ENSG00000176102,CSTF3,YMR061W,RNA14,23,24
ENSG00000121892,PDS5A,YMR076C,PDS5,16,17
ENSG00000164338,UTP15,YMR093W,UTP15,29,30
ENSG00000105447,GRWD1,YMR131C,RRB1,35,31
ENSG00000023734,STRAP,YMR146C,TIF34,24,24
ENSG00000084623,EIF3I,YMR146C,TIF34,46,43
ENSG00000130204,TOMM40,YMR203W,TOM40,22,21
ENSG00000096401,CDC5L,YMR213W,cef1,25,34
ENSG00000148843,PDCD11,YMR229C,RRP5,22,23
ENSG00000100401,RANGAP1,YMR235C,RNA1,20,29
ENSG00000085231,TAF9,YMR236W,TAF9,16,27
ENSG00000087365,SF3B2,YMR240C,CUS1,15,31
ENSG00000173674,EIF1AX,YMR260C,TIF11,64,60
ENSG00000060069,CTDP1,YMR277W,fcp1,19,25
ENSG00000115524,SF3B1,YMR288W,HSH155,37,50
ENSG00000088205,DDX18,YMR290C,has1,44,58
ENSG00000131269,ABCB7,YMR301C,atm1,41,44
ENSG00000129084,PSMA1,YMR314W,PRE5,46,53
ENSG00000174695,TMEM167A,YNL024C-A,YNL024C-A,63,63
ENSG00000100347,SAMM50,YNL026W,sam50,24,24
ENSG00000145734,BDP1,YNL039W,BDP1,4,17
ENSG00000111641,NOP2,YNL061W,nop2,33,45
ENSG00000117481,NSUN4,YNL061W,nop2,17,11
ENSG00000089195,TRMT6,YNL062C,GCD10,22,23
ENSG00000136718,IMP4,YNL075W,IMP4,52,52
ENSG00000131747,TOP2A,YNL088W,TOP2,39,42
ENSG00000101868,POLA1,YNL102W,Pol1,31,31
ENSG00000155438,MKI67IP,YNL110C,NOP15,16,22
ENSG00000172795,DCP2,YNL118C,dcp2,27,12
ENSG00000145414,NAF1,YNL124W,NAF1,21,21
ENSG00000135372,NAT10,YNL132W,KRE33,56,55
ENSG00000153107,ANAPC1,YNL172W,APC1,19,21
ENSG00000149273,RPS3,YNL178W,rps3,61,65
ENSG00000065268,WDR18,YNL182C,IPI3,23,18
ENSG00000186432,KPNA4,YNL189W,SRP1,45,44
ENSG00000058729,RIOK2,YNL207W,RIO2,30,39
ENSG00000160075,SSU72,YNL222W,ssu72,43,40
ENSG00000171311,EXOSC1,YNL232W,Csl4,39,26
ENSG00000103245,NARFL,YNL240C,NAR1,30,29
ENSG00000173812,EIF1,YNL244C,SUI1,54,56
ENSG00000108296,CWC25,YNL245C,Cwc25,11,26
ENSG00000110619,CARS,YNL247W,YNL247W,40,43
ENSG00000164815,ORC5,YNL261W,orc5,24,22
ENSG00000177084,POLE,YNL262W,POL2,39,40
ENSG00000181789,COPG1,YNL287W,SEC21,34,32
ENSG00000111445,RFC5,YNL290W,RFC3,49,49
ENSG00000063177,RPL18,YNL301C,"RPL18B,RpL18A",54,54
ENSG00000129347,KRI1,YNL308C,KRI1,21,25
ENSG00000117748,RPA2,YNL312W,RFA2,26,26
ENSG00000018699,TTC27,YNL313C,YNL313C,23,22
ENSG00000136709,WDR33,YNL317W,PFS2,12,33
ENSG00000132664,POLR3F,YNR003C,RPC34,23,23
ENSG00000132142,ACACA,YNR016C,ACC1,42,45
ENSG00000138297,TIMM23,YNR017W,TIM23,23,22
ENSG00000163466,ARPC2,YNR035C,ARC35,37,33
ENSG00000185163,DDX51,YNR038W,DBP6,25,27
ENSG00000167508,MVD,YNR043W,mvd1,45,45
ENSG00000134697,GNL2,YNR053C,NOG2,35,52
ENSG00000146109,ABT1,YNR054C,esf2,21,18
ENSG00000120158,RCL1,YOL010W,RCL1,36,37
ENSG00000083520,DIS3,YOL021C,dis3,43,41
ENSG00000198887,SMC5,YOL034W,smc5,26,26
ENSG00000101182,PSMA7,YOL038W,PRE6,58,57
ENSG00000115268,RPS15,YOL040C,rps15,59,60
ENSG00000143228,NUF2,YOL069W,NUF2,19,19
ENSG00000113460,BRIX1,YOL077C,BRX1,37,45
ENSG00000049541,RFC2,YOL094C,RfC4,54,59
ENSG00000140105,WARS,YOL097C,WRS1,46,51
ENSG00000063177,RPL18,YOL120C,"RPL18B,RpL18A",54,54
ENSG00000198242,RPL23A,YOL127W,rpL25,58,64
ENSG00000100387,RBX1,YOL133W,HRT1,56,50
ENSG00000155868,MED7,YOL135C,Med7,28,29
ENSG00000151247,EIF4E,YOL139C,CDC33,26,31
ENSG00000115541,HSPE1,YOR020C,hsp10,43,42
ENSG00000168872,DDX19A,YOR046C,DBP5,44,44
ENSG00000088930,XRN2,YOR048C,RAT1,40,37
ENSG00000141101,NOB1,YOR056C,nob1,28,25
ENSG00000165416,SUGT1,YOR057W,Sgt1,24,22
ENSG00000100316,RPL3,YOR063W,RPL3,65,67
ENSG00000176890,TYMS,YOR074C,cdc21,59,61
ENSG00000151657,KIN,YOR077W,RTS2,20,33
ENSG00000153574,RPIA,YOR095C,RKI1,35,42
ENSG00000124789,NUP153,YOR098C,NUP1,14,20
ENSG00000129562,DAD1,YOR103C,OST2,40,35
ENSG00000148606,POLR3A,YOR116C,RPO31,52,50
ENSG00000165916,PSMC3,YOR117W,RPT5,66,67
ENSG00000124784,RIOK1,YOR119C,RIO1,31,36
ENSG00000136930,PSMB7,YOR157C,PUP1,51,54
ENSG00000182004,SNRPE,YOR159C,sme1,45,44
ENSG00000064419,TNPO3,YOR160W,MTR10,23,22
ENSG00000172053,QARS,YOR168W,GLN4,41,39
ENSG00000165417,GTF2A1,YOR194C,TOA1,12,16
ENSG00000215301,DDX3X,YOR204W,ded1,48,53
ENSG00000013503,POLR3B,YOR207C,RET1,62,61
ENSG00000047315,POLR2B,YOR207C,RET1,35,36
ENSG00000177700,POLR2L,YOR210W,rpb10,75,71
ENSG00000035928,RFC1,YOR217W,rfc1,16,21
ENSG00000176208,ATAD5,YOR217W,rfc1,7,16
ENSG00000109519,GRPEL1,YOR232W,MGE1,29,27
ENSG00000228716,DHFR,YOR236W,DFR1,30,27
ENSG00000103510,KAT8,YOR244W,ESA1,32,34
ENSG00000136504,KAT7,YOR244W,ESA1,25,35
ENSG00000172409,CLP1,YOR250C,clp1,25,24
ENSG00000025796,SEC63,YOR254C,SEC63,19,22
ENSG00000100519,PSMC6,YOR259C,RPT4,65,60
ENSG00000070785,EIF2B3,YOR260W,Gcd1,25,19
ENSG00000103035,PSMD7,YOR261C,RPN8,49,47
ENSG00000168090,COPS6,YOR261C,RPN8,20,19
ENSG00000142751,GPN2,YOR262W,YOR262W,43,38
ENSG00000138442,WDR12,YOR272W,YTM1,24,22
ENSG00000136940,PDCL,YOR281C,PLP2,17,18
ENSG00000124541,RRP36,YOR287C,YOR287C,23,20
ENSG00000055044,NOP58,YOR310C,NOP58,45,46
ENSG00000111605,CPSF6,YOR319W,HSH49,3,8
ENSG00000090861,AARS,YOR335C,ALA1,49,50
ENSG00000068654,POLR1A,YOR341W,RPA190,37,38
ENSG00000106263,EIF3B,YOR361C,prt1,27,29
ENSG00000100567,PSMA3,YOR362C,PRE10,51,45
ENSG00000111481,COPZ1,YPL010W,RET3,37,34
ENSG00000052749,RRP12,YPL012W,Rrp12,22,24
ENSG00000106344,RBM28,YPL043W,NOP4,25,27
ENSG00000105197,TIMM50,YPL063W,TIM50,23,22
ENSG00000095564,BTAF1,YPL082C,MOT1,37,36
ENSG00000107937,GTPBP4,YPL093W,nog1,47,46
ENSG00000008952,SEC62,YPL094C,SEC62,17,25
ENSG00000067064,IDI1,YPL117C,IDI1,40,40
ENSG00000122406,RPL5,YPL131W,rpl5,49,49
ENSG00000105373,GLTSCR2,YPL146C,NOP53,20,21
ENSG00000171566,PLRG1,YPL151C,PRP46,35,40
ENSG00000133706,LARS,YPL160W,CDC60,42,45
ENSG00000113712,CSNK1A1,YPL204W,HRR25,54,40
ENSG00000087586,AURKA,YPL209C,IPL1,33,36
ENSG00000174780,SRP72,YPL210C,SRP72,20,21
ENSG00000132603,NIP7,YPL211W,NIP7,57,56
ENSG00000165733,BMS1,YPL217C,bms1,36,39
ENSG00000183207,RUVBL2,YPL235W,RVB2,67,66
ENSG00000125977,EIF2S2,YPL237W,SUI3,37,43
ENSG00000167881,SRP68,YPL243W,SRP68,19,20
ENSG00000267673,FDX1L,YPL252C,YAH1,32,34
ENSG00000029639,TFB1M,YPL266W,dim1,18,20
ENSG00000086189,DIMT1,YPL266W,dim1,57,56
ENSG00000125630,POLR1B,YPR010C,RPA135,44,41
ENSG00000242372,EIF6,YPR016C,tif6,72,72
ENSG00000134480,CCNH,YPR025C,ccl1,27,22
ENSG00000112855,HARS2,YPR033C,HTS1,43,40
ENSG00000170445,HARS,YPR033C,HTS1,48,45
ENSG00000143155,TIPRL,YPR040W,tip41,34,26
ENSG00000100664,EIF5,YPR041W,TIF5,35,37
ENSG00000131558,EXOC4,YPR055W,SEC8,15,14
ENSG00000111358,GTF2H3,YPR056W,Tfb4,30,28
ENSG00000141759,TXNL4A,YPR082C,dib1,64,64
ENSG00000137947,GTF2B,YPR086W,SUA7,33,30
ENSG00000100410,PHF5A,YPR094W,rds3,54,55
ENSG00000100804,PSMB5,YPR103W,Pre2,54,49
ENSG00000103051,COG4,YPR105C,Cog4,20,18
ENSG00000163636,PSMD6,YPR108W,Rpn7,38,34
ENSG00000171453,POLR1C,YPR110C,RPC40,43,44
ENSG00000122965,RBM19,YPR112C,MRD1,29,32
ENSG00000103502,CDIPT,YPR113W,PIS1,38,37
ENSG00000145386,CCNA2,YPR120C,CLB5,18,18
ENSG00000168924,LETM1,YPR125W,YLH47,17,27
ENSG00000163166,IWS1,YPR133C,spn1,11,22
ENSG00000114767,RRP9,YPR137W,RRP9,32,26
ENSG00000067533,RRP15,YPR143W,RRP15,20,22
ENSG00000184967,NOC4L,YPR144C,NOC4,29,27
ENSG00000115947,ORC4,YPR162C,ORC4,27,22
ENSG00000067560,RHOA,YPR165W,Rho1,72,67
ENSG00000133398,MED10,YPR168W,NUT2,26,22
ENSG00000100479,POLE2,YPR175W,DPB2,28,21
ENSG00000137955,RABGGTB,YPR176C,BET2,48,49
ENSG00000164219,PGGT1B,YPR176C,BET2,23,26
ENSG00000007168,PAFAH1B1,YPR178W,prp4,19,17
ENSG00000060688,SNRNP40,YPR178W,prp4,15,12
ENSG00000136875,PRPF4,YPR178W,prp4,29,33
ENSG00000196363,WDR5,YPR178W,prp4,25,18
ENSG00000142230,SAE1,YPR180W,Aos1,34,34
ENSG00000139343,SNRPF,YPR182W,SMX3,49,49
ENSG00000100142,POLR2F,YPR187W,RPO26,55,45
ENSG00000186141,POLR3C,YPR190C,RPC82,21,17
